"STORE_SN","AREA_SD_CODE","AREA_DETAIL_CODE","PREF_SN","STORE_NM","STORE_ADDR","STORE_SCORE","LATITUDE","LONGITUDE"
"S190218_1558789177259","01","010110","00100000","쉼스토리","서울특별시 강남구 역삼동 831-35","0","37.494608107252","127.03099802023"
"S190218_1558789177641","01","011808","00100000","노트수 스튜디오 ","서울 송파구 송파동 8 산동빌딩 2층","0","37.508596264894","127.10482538206"
"S190218_1558789181823","01","010108","10000000","감성타코 신사점","서울특별시 강남구 신사동 523-16","0","37.520655417082","127.02092109149"
"S190218_1558789182956","01","010114","10000000","슬로우치즈","서울특별시 강남구 청담동 11-1","0","37.522382283705","127.04697474673"
"S190218_1558789183343","01","010110","10000000","봉된장","서울특별시 강남구 역삼동 828-21","0","37.497643448765","127.03305099397"
"S190218_1558789184482","01","010110","01000000","파복스","서울특별시 강남구 역삼동 817-10","0","37.499969055328","127.02767160777"
"S190218_1558789185241","01","011504","10000000","모범갈빗살","서울특별시 서초구 서초동 1308-25","0","37.50080767841","127.0244714171"
"S190218_1558789186381","01","010102","01000000","오묘한 과자점","서울 강남구 논현동 257","0","37.512889263824","127.03886290377"
"S190218_1558789186760","01","010105","10000000","사이드쇼 ","서울특별시 강남구 삼성동 159","0","37.509289375292","127.0592552457"
"S190224_1558789187139","01","011312","00100000","슬라임쿡","서울특별시 마포구 서교동 332-27 1층","0","37.555802264035","126.92627393052"
"S190224_1558789187520","01","011312","01000000","Cafe de ONEPIECE","서울특별시 마포구 서교동 343-10","0","37.553347702169","126.92487182896"
"S190224_1558789187899","01","011312","00100000","미어캣 프렌즈","서울특별시 마포구 서교동 364-3 3층","5","37.551903934517","126.92266307041"
"S190224_1558789188656","01","011318","01000000","라헨느","서울특별시 마포구 연남동 384-11","0","37.56211634657","126.92603617241"
"S190224_1558789189035","01","011312","00100000","머쉬룸카페","서울특별시 마포구 서교동 369-7 향남빌딜 4층","0","37.552448346461","126.92110475843"
"S190224_1558789189414","01","011307","01000000","러빈허 플라워카페","서울특별시 마포구 동교동 177-12","0","37.556428823573","126.92978482066"
"S190224_1558789189793","01","010104","01000000","블뤼테","서울 강남구 도곡동 892-16 1층 102호","0","37.48873176087","127.03859960014"
"S190224_1558789190172","01","011312","00100000","룸블리","서울특별시 마포구 서교동 369-4 호곡빌딩","0","37.552640020058","126.92137361197"
"S190224_1558789191687","01","011312","01000000","무제한","서울특별시 마포구 서교동 345-2 천마빌딩 3층","0","37.555064571729","126.92343244616"
"S190224_1558789192446","01","011312","01000000","카페요호","서울특별시 마포구 서교동 459-13 원방빌딩","0","37.555131370313","126.91596177683"
"S190224_1558789193205","01","011312","00100000","룸토리","서울특별시 마포구 서교동 364-26 4층","0","37.552214607626","126.92214931967"
"S190224_1558789193583","01","011312","00100000","하품룸카페","서울특별시 마포구 서교동 358-115 2층","0","37.553105274442","126.92200068272"
"S190224_1558789193965","01","011312","01000000","사운드카페 소리","서울특별시 마포구 서교동 326-10 2층","0","37.555225696284","126.93025473807"
"S190224_1558789194346","01","011312","00100000","버니카페","서울특별시 마포구 서교동 347-3 1층","0","37.555728903016","126.92514319955"
"S190224_1558789194727","01","011312","00100000","몬스터 잼","서울특별시 마포구 서교동 340-5 제너럴빌딩 302호","0","37.554515085309","126.92641689358"
"S190224_1558789195869","01","011312","00100000","심신프리","서울특별시 마포구 서교동 358-8 3층","0","37.553676983176","126.92244514832"
"S190224_1558789196628","01","011312","01000000","더칼라","서울특별시 마포구 서교동 330-28 진유원빌딩","0","37.556427846116","126.92769101486"
"S190224_1558789197383","01","011325","01000000","모모라플라워카페","서울특별시 마포구 합정동 473 223호","5","37.550902774766","126.91174516529"
"S190224_1558789198908","01","011307","01000000","안서당","서을특별시 마포구 동교동 181-6 B1","0","37.556547891658","126.92999815904"
"S190224_1558789199770","01","011318","01000000","벌스투","서울특별시 마포구 연남동 566-55 1층","0","37.56027864073","126.92113899466"
"S190224_1558789200906","01","011318","01000000","플라잉센트","서울특별시 마포구 연남동 240-23 1층","0","37.564544261451","126.92352241891"
"S190224_1558789202044","01","011310","00001000","로렌스","서울특별시 마포구 상수동 310-15","0","37.548000335693","126.92199707031"
"S190224_1558789203218","01","011310","00001000","상수동 카페거리","서울특별시 마포구 상수동 341-6","0","37.548495187133","126.92136544341"
"S190224_1558789203598","01","011313","00010000","서울월드컵경기장","서울특별시 마포구 성산동 515 월드컵주경기장","0","37.568248419091","126.89726396821"
"S190224_1558789203981","01","011312","00010000","KT&G 상상마당","서울특별시 마포구 서교동 367-5 상상마당빌딩","0","37.550943197087","126.92105855341"
"S190225_1558789206642","01","011808","01000000","서정적살롱","서울특별시 송파구 송파동 32-7","0","37.510212553424","127.10619602741"
"S190225_1558789210065","01","010108","01000000","미라이","서울특별시 강남구 신사동 557-25","0","37.521032067765","127.02615394116"
"S190225_1558789210446","01","010105","01000000","플랑플랑","서울특별시 강남구 삼성동 48-13","0","37.511426504881","127.05607258128"
"S190225_1558789210827","01","010110","01000000","카페413프로젝트","서울특별시 강남구 역삼동 640-9","0","37.502340625307","127.03448332242"
"S190225_1558789211206","01","010110","10000000","유리카모메","서울특별시 강남구 역삼동 647-12","0","37.500584264443","127.03346545535"
"S190228_1558789213107","01","010607","01000000","테이큰커피 건대점","서울특별시 광진구 화양동 15-60","0","37.544513297664","127.06945913656"
"S190228_1558789214251","01","010607","10000000","바른면집 건대점","서울특별시 광진구 화양동 12-33","0","37.543304355232","127.07068724563"
"S190228_1558789215013","01","010605","10000000","고돌이국밥","서울특별시 광진구 자양동 1-19","0","37.539720334548","127.06981517073"
"S190303_1558789217302","01","011304","00001000","당인동 벚꽃길","서울특별시 마포구 당인동 25-20","0","37.545398712158","126.91699981689"
"S190303_1558789218443","01","011318","00001000","연남동 공방거리","서울특별시 마포구 연남동 254-13","0","37.5627","126.923"
"S190303_1558789218821","01","011312","00001000","홍대거리","서울특별시 마포구 서교동 365-1","0","37.553100585938","126.92199707031"
"S190303_1558789219960","01","011311","00010000","DMC홍보관","서울특별시 마포구 상암동 203-1 DMC홍보관","0","37.57766149549","126.89216650361"
"S190303_1558789220723","01","011309","00001000","망리단길","서울특별시 마포구 망원동 403-7","0","37.554160494929","126.90546180505"
"S190303_1558789221491","01","011312","00010000","서교예술실험센터","서울특별시 마포구 서교동 369-8","0","37.552518971954","126.92094529743"
"S190303_1558789222254","01","011312","00010000","뽈랄라백화점","서울특별시 마포구 서교동 335-4","0","37.555090001034","126.92820816641"
"S190303_1558789223772","01","011312","00001000","홍대걷고싶은거리","서울특별시 마포구 서교동 348-67","0","37.555053292234","126.92318361833"
"S190303_1558789224153","01","011325","00001000","한강랜드잠두봉선착장","서울특별시 마포구 합정동 352-6","0","37.545101165771","126.90899658203"
"S190303_1558789224923","01","011312","00010000","홍대 앞 예술시장 프리마켓","서울특별시 마포구 서교동 359","0","37.552279193719","126.92330275525"
"S190303_1558789225302","01","011310","00001000","홍대 벽화거리","서울특별시 마포구 상수동 72-36","0","37.551790910438","126.92410198663"
"S190303_1558789225684","01","011307","00001000","경의선 책거리","서울특별시 마포구 동교동 190-1","0","37.556439863992","126.92901504235"
"S190303_1558789226440","01","011309","00001000","망원시장","서울특별시 마포구 망원동 411-2","0","37.556544666782","126.90604941852"
"S190303_1558789227953","01","011325","00001000","절두산성지순교기념관","서울특별시 마포구 합정동 96-1","0","37.544446289657","126.91119401163"
"S190303_1558789230234","01","011311","00001000","난지천공원","서울특별시 마포구 상암동 1538","0","37.567203682725","126.89154036269"
"S190303_1558789230991","01","011311","00001000","하늘공원","서울특별시 마포구 상암동 487-48","0","37.567557133467","126.88506031951"
"S190303_1558789232131","01","011307","00010000","AK&홍대","서울특별시 마포구 동교동 190-1","0","37.558179447808","126.9261040003"
"S190303_1558789234041","01","011312","00010000","별빛소극장","서울특별시 마포구 서교동 338-54","0","37.553326286719","126.92647921773"
"S190303_1558789235941","01","011307","00001000","경의선 숲길 공원","서울특별시 마포구 동교동 147-89","0","37.558861759731","126.92533141935"
"S190303_1558789238616","01","011312","00010000","윤형빈 소극장","서울특별시 마포구 서교동 364-31 석전빌딩","0","37.552189129554","126.92231944606"
"S190303_1558789240916","01","011312","00010000","롤링홀","서울특별시 마포구 서교동 402-22","0","37.548511354982","126.92017695276"
"S190303_1558789242819","01","011322","00001000","광흥당","서울특별시 마포구 창전동 42-1 광흥당","0","37.548661248396","126.92871894848"
"S190304_1558789243584","01","010607","10000000","김피라(Kimpira)","서울특별시 광진구 화양동 5-20 1층","0","37.542605346825","127.07117119345"
"S190304_1558789244345","01","010607","10000000","민벅 건대점","서울특별시 광진구 화양동 10-1 한아름쇼핑센터","0","37.543487409433","127.06990416148"
"S190304_1558789244731","01","010605","10000000","니뽕내뽕 건대본점","서울특별시 광진구 자양4동 10-45 연일빌딩","0","37.540497725786","127.06670502199"
"S190304_1558789245500","01","010607","10000000","메이빌 본점","서울특별시 광진구 화양동 48-25","0","37.541319757544","127.0681092483"
"S190304_1558789245880","01","010607","10000000","모모스테이크","서울특별시 광진구 화양동 3-43","0","37.542642987013","127.07137441425"
"S190304_1558789246643","01","010607","10000000","몽땅치킨","서울특별시 광진구 화양동 5-72","3","37.543375639475","127.06944159007"
"S190304_1558789247028","01","010605","10000000","역전우동 건대로데오점","서울특별시 광진구 자양동 7-25","0","37.540536549187","127.06819820596"
"S190305_1558789247407","01","010108","01000000","C27 가로수길점","서울특별시 강남구 신사동 545-12","0","37.520711122766","127.0232960162"
"S190305_1558789248979","01","011502","00001000","몽마르뜨 공원","서울특별시 서초구 반포동 산40-9","0","37.495002710281","127.00369360594"
"S190305_1558789249364","01","010105","00001000","봉은사","서울특별시 강남구 삼성동 73 ","0","37.51491712227","127.05764620348"
"S190305_1558789250887","01","010105","00001000","서울선릉과정릉","서울특별시 강남구 삼성동 131","0","37.509093020396","127.0493606678"
"S190412_1558506215020","01","010604","10000000","LAB41","서울 광진구 능동 276-4 2층","3","37.556424329574","127.07942564839"
"S190412_1558506215025","01","010605","10000000","아날로그키친","서울특별시 광진구 자양동 17-1","0","37.541154501268","127.06544078607"
"S190412_1558506215027","01","010605","01000000","커피더쏠","서울특별시 광진구 자양동 855","0","37.532657349732","127.06768526123"
"S190412_1558506215111","01","010605","10000000","복만루 (2호점)","서울특별시 광진구 자양동 13-41","0","37.53969294212","127.0674845099"
"S190412_1558789251271","01","010607","01000000","꼬메노 ","서울특별시 광진구 화양동 16-24","0","37.545615991471","127.06902898303"
"S190412_1558789253184","01","010607","01000000","최가커피 ","서울특별시 광진구 화양동 11-33","0","37.543006415662","127.07061173161"
"S190412_1558789253565","01","010607","10000000","미분당","서울특별시 광진구 화양동 12-42","0","37.54418239468","127.07005395427"
"S190412_1558789253954","01","010607","10000000","육성회비 ","서울특별시 광진구 화양동 37-93","0","37.543864354199","127.06628962037"
"S190412_1558789254337","01","010607","10000000","래빗홀 버거컴퍼니 ","서울특별시 광진구 화양동 490-2","5","37.546071323298","127.07652616467"
"S190412_1558789254716","01","010607","01000000","모서리에커피집 ","서울특별시 광진구 화양동 94-1","0","37.546071044104","127.0730406834"
"S190412_1558789255098","01","010607","01000000","띵똥와플 건국대점","서울특별시 광진구 화양동 3-43","5","37.542669570842","127.07131750456"
"S190412_1558789257010","01","010607","01000000","벨롱에스프레소 ","서울특별시 광진구 화양동 110-40","0","37.546862140404","127.07166157548"
"S190412_1558789257773","01","010607","10000000","초밥짓는원숭이 (본점)","서울특별시 광진구 화양동 11-32","0","37.543168320963","127.07057577354"
"S190412_1558789262013","01","010606","01000000","카페래디언트","서울특별시 광진구 중곡동 142-36","0","37.557080732132","127.08212862984"
"S190412_1558789262390","01","010606","01000000","시드누아 (중곡점)","서울특별시 광진구 중곡동 111-2","5","37.55443817844","127.09112472674"
"S190412_1558789263532","01","010606","10000000","라멘미세","서울특별시 광진구 중곡동 341-20","0","37.557201497551","127.08143673842"
"S190412_1558789264301","01","010604","10000000","이이요","서울특별시 광진구 능동 225-1","5","37.555208649214","127.07892599188"
"S190412_1558789265112","01","010604","01000000","체리커피 (군자점)","서울특별시 광진구 능동 282-1","0","37.555153002433","127.07872295485"
"S190412_1558789265493","01","010604","10000000","피자컴퍼니","서울특별시 광진구 능동 320-37","0","37.555103182205","127.07926682634"
"S190412_1558789265876","01","010604","10000000","잉글사이드 (군자본점)","서울특별시 광진구 능동 282-2","0","37.554971662729","127.07857805513"
"S190412_1558789267021","01","010601","01000000","커피점빵","서울특별시 광진구 광장동 272-4","0","37.547743931486","127.10535198976"
"S190412_1558789267786","01","010601","10000000","스시토푸","서울특별시 광진구 광장동 326-13","0","37.547448482622","127.10679274718"
"S190412_1558789268168","01","010603","10000000","스시붐","서울특별시 광진구 군자동 371-4","0","37.548393117199","127.07270637297"
"S190412_1558789268550","01","010607","10000000","화양식당 ","서울특별시 광진구 화양동 16-84","0","37.546399017986","127.070060368"
"S190412_1558789270078","01","010607","10000000","유키노하나 ","서울특별시 광진구 화양동 8-86","0","37.541369623139","127.0698625756"
"S190412_1558789270459","01","010607","10000000","깍뚝 ","서울특별시 광진구 화양동 111-161","0","37.547386297137","127.07185877575"
"S190412_1558789270839","01","010607","10000000","왕십리정곱창 ","서울특별시 광진구 화양동 111-127","0","37.546903744495","127.07351698732"
"S190412_1558789272362","01","010607","10000000","투고샐러드 (건국대점)","서울특별시 광진구 화양동 495-9","0","37.545971332777","127.07641423322"
"S190412_1558789274274","01","010607","01000000","오페뜨 (건대점)","서울특별시 광진구 화양동 5-106","0","37.54101707846","127.07086274046"
"S190412_1558789275041","01","010607","10000000","홍대돈부리 (건대점)","서울특별시 광진구 화양동 2-39","0","37.543963723424","127.07203700328"
"S190412_1558789276572","01","010607","01000000","카페 아르무아 ","서울특별시 광진구 화양동 5-32","0","37.541765497211","127.07093266372"
"S190412_1558789276949","01","010607","01000000","도쿄빙수 (건대점)","서울특별시 광진구 화양동 10-2","0","37.542984387893","127.07010278333"
"S190412_1558789277713","01","010607","10000000","아찌떡볶이 ","서울특별시 광진구 화양동 34-5","4","37.543211237519","127.06916073172"
"S190412_1558789278091","01","010607","01000000","심마니 ","서울특별시 광진구 화양동 8-38","0","37.541711095961","127.06974517496"
"S190412_1558789279233","01","010605","01000000","카페 호2","서울 광진구 자양동 6-38 1층","0","37.540086229482","127.06782640712"
"S190412_1558789279614","01","010607","10000000","함흥본가면옥 ","서울특별시 광진구 화양동 302-11","0","37.545223627211","127.07989758767"
"S190412_1558789280755","01","010607","10000000","건대스시","서울특별시 광진구 화양동 11-2","0","37.542917833628","127.07080520373"
"S190412_1558789281952","01","010607","10000000","마초쉐프 (건대점)","서울특별시 광진구 화양동 5-3","0","37.542138628215","127.07140330179"
"S190412_1558789282715","01","010607","01000000","밀피 ","서울특별시 광진구 화양동 5-99","0","37.54134945374","127.07073414209"
"S190412_1558789283097","01","010607","10000000","권이네부엌 ","서울특별시 광진구 화양동 3-21","0","37.543621714886","127.07208650705"
"S190412_1558789283865","01","010607","01000000","조선주막 ","서울특별시 광진구 화양동 5-59","0","37.541456767344","127.0706309679"
"S190412_1558789284247","01","010607","01000000","띵킹커피 ","서울특별시 광진구 화양동 9-44","0","37.542208319574","127.06881109153"
"S190412_1558789284627","01","010607","01000000","마우스래빗 ","서울특별시 광진구 화양동 5-14","0","37.542026597115","127.07090679194"
"S190412_1558789285391","01","010605","01000000","설빙 서울건대직영2호점","서울특별시 광진구 자양동 7-6 1층","0","37.540208014324","127.06881333785"
"S190412_1558789285771","01","010607","01000000","커피마켓 ","서울특별시 광진구 화양동 3-71","0","37.542839418","127.07114565747"
"S190412_1558789289242","01","010605","01000000","칼레오커피로스터스","서울특별시 광진구 자양동 226-42","0","37.53875488933","127.075383026"
"S190412_1558789289623","01","010605","01000000","Index","서울특별시 광진구 자양동 17-1","0","37.541221269762","127.06586085574"
"S190412_1558789293052","01","010605","10000000","잇타이","서울특별시 광진구 자양동 7-34","0","37.539770469479","127.06931666362"
"S190412_1558789294575","01","010605","10000000","라구뜨","서울특별시 광진구 자양동 227-342","0","37.538097882924","127.07088764846"
"S190530_1564369680017","01","011109","01000000","비하인드미","서울특별시 동대문구 회기동 60-96","5","37.5916201167","127.05054261178"
"S190530_1564369680019","01","011106","10000000","은하곱창","서울특별시 동대문구 전농동 295-48","5","37.578169318083","127.05637411163"
"S190530_1564369680021","01","010605","01000000","어메이징브루잉컴퍼니","서울특별시 광진구 자양동 8-8","0","37.540805571443","127.06689355171"
"S190530_1564369680023","01","012125","00100000","스매싱볼 이태원점","서울특별시 용산구 이태원동 183-1","4","37.534441998351","126.98996492011"
"S190530_1564369680024","01","011106","01000000","설맥 시립대점","서울특별시 동대문구 전농동 103-332","5","37.584928269691","127.05202026429"
"S190530_1564369680039","01","012465","00010000","한국금융사박물관","서울 중구 태평로1가 62-12 조흥금융박물관","0","37.568600953403","126.9764294142"
"S190530_1564369680042","01","011809","00010000","한국광고박물관","서울 송파구 신천동 7-11 한국광고문화회관","0","37.515668953966","127.09973971"
"S190530_1564369680046","01","012308","00010000","토이키노","서울 종로구 관훈동 188 인사아트센터 지하1층","0","37.573879684103","126.98462123002"
"S190530_1564369680047","01","011307","00010000","카카오프렌즈컨셉뮤지엄 서울","서울 마포구 동교동 165-5 동교동대아빌딩","0","37.556420071898","126.92386566229"
"S190530_1564369680049","01","010413","00010000","충우곤충박물관","서울 강서구 화곡1동 401-11","0","37.539352862606","126.84179207441"
"S190530_1564369680051","01","011606","00010000","청계천박물관","서울 성동구 마장동 527-4 청계천박물관","0","37.571220048337","127.03491928601"
"S190530_1564369680053","01","012450","00010000","종이나라박물관","서울 중구 장충동1가 62-35 종이나라빌딩 2층","0","37.559690855918","127.00609259597"
"S190530_1564369680054","01","012114","00010000","전쟁기념관","서울 용산구 용산동1가 8 전쟁기념관","0","37.536897273503","126.9768742448"
"S190530_1564369680061","01","012459","00010000","우표박물관","서울 중구 충무로1가 21-1 POST TOWER","0","37.561828666717","126.98204565454"
"S190530_1564369680063","01","012356","00010000","아름다운차박물관","서울 종로구 인사동 193-1","0","37.572422064503","126.98590890741"
"S190530_1564369680067","01","011609","00010000","수도박물관","서울 성동구 성수동1가 642-1","0","37.538423178998","127.04279894437"
"S190530_1564369680071","01","011801","00010000","송파책박물관","서울 송파구 가락동 910","0","37.498863239124","127.10434086621"
"S190530_1564369680073","01","012343","00010000","서울역사박물관","서울 종로구 신문로2가 2-1","0","37.570134618067","126.9704314333"
"S190530_1564369680074","01","010604","00010000","서울상상나라","서울 광진구 능동 18 어린이대공 내 서울상상나라","0","37.550638755582","127.07756758224"
"S190530_1564369680075","01","012384","00010000","서울교육박물관","서울 종로구 화동 2 정독도서관","0","37.579798352085","126.98344266697"
"S190530_1564369680081","01","012454","00010000","배재학당역사박물관","서울 중구 정동 34-5 배재정동빌딩","0","37.563999522763","126.97260991359"
"S190530_1564369680089","01","011003","00010000","둘리뮤지엄","서울 도봉구 쌍문동 산240-5","0","37.65237039938","127.0276371025"
"S190530_1564369680090","01","012335","00010000","대한민국역사박물관","서울 종로구 세종로 82-1","0","37.573919977438","126.97780565677"
"S190530_1564369680096","01","012119","00010000","국립한글박물관","서울 용산구 용산동6가 168-6","0","37.521181977611","126.98091256094"
"S190530_1564369680103","01","012343","00010000","경찰박물관","서울 종로구 신문로2가 58","0","37.569001250406","126.96962068275"
"S190530_1564369680104","01","012335","00010000","경복궁국립민속박물관","서울 종로구 세종로 1-1","0","37.581759035778","126.97885331036"
"S190530_1564369680105","01","012335","00010000","경복궁국립고궁박물관","서울 종로구 세종로 1-57","0","37.576661090411","126.97491528091"
"S190530_1564369680113","01","010508","00010000","롯데백화점 관악점","서울 관악구 봉천동 729-22 롯데백화점관악점","0","37.490563581445","126.9249016835"
"S190530_1564369680116","01","010301","00010000","롯데백화점 미아점","서울 강북구 미아동 70-6 롯데백화점미아점","0","37.614613931162","127.0305189321"
"S190530_1564369680120","01","011809","00010000","롯데백화점 에비뉴엘 월드타워점","서울 송파구 신천동 29 롯데백화점에비뉴엘월드타워점","0","37.512864675014","127.10184340174"
"S190530_1564369680123","01","011106","00010000","롯데백화점 청량리점","서울 동대문구 전농동 588-1","0","37.580729168645","127.04751085093"
"S190530_1564369680125","01","012437","00010000","롯데백화점본점","서울 중구 을지로1가 1","0","37.564960393662","126.98159554575"
"S190530_1564369680127","01","011502","00010000","신세계백화점 강남점","서울 서초구 반포동 19-3","0","37.504999935131","127.00423937784"
"S190530_1564369680128","01","012459","00010000","신세계백화점 본점","서울 중구 충무로1가 52-5 신세계백화점본점","0","37.560910232213","126.98107342625"
"S190530_1564369680129","01","012030","00010000","신세계백화점 영등포점","서울 영등포구 영등포동4가 434-5 신세계백화점영등포점","0","37.517165532156","126.90562910594"
"S190530_1564369680135","01","010105","00010000","현대백화점 무역센터점","서울 강남구 삼성동 159-7 현대백화점무역센터점","0","37.508582658876","127.05989752159"
"S190530_1564369680138","01","011413","00010000","현대백화점 신촌점","서울 서대문구 창천동 30-33 현대백화점신촌점","0","37.556023671721","126.93580041342"
"S190530_1564369680140","01","011413","00010000","현대백화점 유플렉스 신촌점","서울 서대문구 창천동 30-1 현대백화점 유플렉스","0","37.55674253554","126.93658244983"
"S190530_1564369680144","01","010209","00010000","현대백화점 천호점","서울 강동구 천호동 455-8 현대백화점천호점","0","37.53885820066","127.12440023133"
"S190530_1564369680145","01","010706","00010000","현대백화점디큐브시티점","서울 구로구 신도림동 692","0","37.508913020393","126.88932641801"
"S190530_1564369680149","01","012204","00010000","NC백화점 불광점","서울 은평구 대조동 240 NC백화점불광점","0","37.609761855887","126.92890777127"
"S190530_1564369680151","01","011609","00001000","살곶이다리","서울 성동구 성수동1가","0","37.553221076564","127.04648031692"
"S190530_1564369680153","01","012443","00010000","동대문디자인플라자","서울 중구 을지로7가 2-1","0","37.567544096047","127.00992751058"
"S190530_1564369680157","01","012423","00010000","문화역서울 284","서울 중구 봉래동2가 122-28 서울역","0","37.555818242888","126.97159045926"
"S190530_1564369680158","01","012308","00001000","쌈지길","서울 종로구 관훈동 38 쌈지길","0","37.57419763817","126.98492257142"
"S190530_1564369680161","01","012407","00010000","서울로테라스","서울 중구 남대문로5가 526","0","37.556561170733","126.97516805712"
"S190530_1564369680163","01","012370","00001000","청운공원윤동주시인의언덕","서울 종로구 청운동","0","37.591029166184","126.96625979093"
"S190530_1564369680166","01","011501","00001000","구룡산","서울 서초구 내곡동 산13-248","0","37.46598815918","127.07132720947"
"S190530_1564369680169","01","012115","00001000","남산","서울 용산구 용산동2가 산1-3","0","37.551213658602","126.98824475412"
"S190530_1564369680179","01","011508","00001000","우면산","서울 서초구 우면동 산35-1","0","37.469387859717","127.01792737279"
"S190530_1564369680183","01","012328","00001000","인왕산","서울 종로구 무악동 산2-1","0","37.584891193725","126.95784164167"
"S190530_1564369680186","01","011502","00010000","강남고속버스터미널 화훼상가","서울 서초구 반포동 19-4 강남고속버스터미널","0","37.50568883785","127.00794002216"
"S190530_1564369680188","01","010110","00010000","강남역지하쇼핑센터","서울 강남구 역삼동 804 이즈타워","0","37.498023460619","127.02775338156"
"S190530_1564369680189","01","011510","00010000","고투몰","서울 서초구 잠원동 128-4 고투몰","0","37.505777463964","127.00348256653"
"S190530_1564369680190","01","012371","00010000","광화문 디타워","서울 종로구 청진동 246 디타워","0","37.571082152446","126.97889722363"
"S190530_1564369680193","01","010704","00010000","구로지밸리몰","서울 구로구 구로동 188-25","0","37.485212144009","126.89664260532"
"S190530_1564369680195","01","011504","00010000","국제전자센터","서울 서초구 서초동 1445-3","0","37.484812011802","127.01770289195"
"S190530_1564369680196","01","012314","00010000","낙원동악기상가","서울 종로구 낙원동 256","0","37.572944094995","126.98803927293"
"S190530_1564369680197","01","012411","00010000","남대문꽃종합상가","서울 중구 남창동 49-1 E-월드 3층","0","37.559132487782","126.97763420517"
"S190530_1564369680206","01","011809","00010000","롯데월드타워","서울 송파구 신천동 29","0","37.512563331377","127.10250307805"
"S190530_1564369680207","01","010801","00010000","마리오아울렛","서울 금천구 가산동 60-52 마리오2 패션타워","0","37.478041763101","126.88723963639"
"S190530_1564369680208","01","011312","00010000","메세나폴리스몰","서울 마포구 서교동 490","0","37.551038232745","126.91373500772"
"S190530_1564369680210","01","012442","00010000","밀리오레","서울 중구 을지로6가 18-185","0","37.567990274602","127.00833683714"
"S190530_1564369680211","01","011616","00010000","비트플렉스","서울 성동구 행당동 168-151","0","37.561259860035","127.03888484328"
"S190530_1564369680217","01","012358","00010000","세운상가","서울 종로구 장사동 116-4","0","37.568861852854","126.99526212385"
"S190530_1564369680218","01","011502","00010000","센트럴시티","서울 서초구 반포동 19-3 센트럴시티","0","37.504214776922","127.00409146451"
"S190530_1564369680222","01","012133","00010000","아이파크몰","서울 용산구 한강로3가 40-999","0","37.530289722764","126.96516397362"
"S190530_1564369680226","01","011502","00010000","엔터식스 강남점","서울 서초구 반포동 19-11 지하1층 엔터식스 강남점","0","37.504709102886","127.00501233432"
"S190530_1564369680227","01","011616","00010000","엔터식스 왕십리역점","서울 성동구 행당동 168-151","0","37.561911929116","127.03818601522"
"S190530_1564369680234","01","011307","00010000","와이즈파크","서울 마포구 동교동 166-6 동교동 스타피카소","0","37.557331915305","126.9250522647"
"S190530_1564369680235","01","011419","00010000","유진상가","서울 서대문구 홍은동 48-84","0","37.591449682021","126.94253171869"
"S190530_1564369680237","01","011703","00010000","유타몰","서울 성북구 동선동1가 1-2","0","37.592607173603","127.01702377906"
"S190530_1564369680241","01","012030","00010000","타임스퀘어","서울 영등포구 영등포동4가 442 타임스퀘어","0","37.517630538434","126.90427617997"
"S190530_1564369680245","01","010513","00010000","포도몰","서울 관악구 신림동 1641-2 포도몰","0","37.483682353985","126.93016757607"
"S190530_1564369680254","01","012025","00001000","여의도한강공원샛강생태공원","서울 영등포구 여의도동 49","0","37.51773697235","126.92270200458"
"S190530_1564369680257","01","011901","00010000","YES24 중고서점 목동점","서울 양천구 목동 406-53 지하1층","0","37.525100073277","126.87362137828"
"S190530_1564369680258","01","010110","00010000","YES24 중고서점 강남점","서울 강남구 역삼동 816 씨티빌딩 지하1층","0","37.500415156094","127.02713427311"
"S190530_1564369680263","01","012025","00010000","반디앤루니스 여의도신영증권점","서울 영등포구 여의도동 34-8 신영증권빌딩 1층, 2층","0","37.521254530848","126.92903174974"
"S190530_1564369680264","01","011502","00010000","반디앤루니스 신세계백화점 강남점 B1층","서울 서초구 반포동 19-3 신세계백화점 B1층","0","37.504782659253","127.0041178514"
"S190530_1564369680268","01","012318","00010000","대오서점","서울 종로구 누하동 33","0","37.579766230408","126.96934780825"
"S190530_1564369680269","01","012442","00010000","교보문고 동대문 바로드림센터","서울 중구 을지로6가 17-2 현대시티아울렛 지하1층","0","37.568519070225","127.00800155081"
"S190530_1564369680271","01","011325","00010000","교보문고 합정점","서울 마포구 합정동 472 딜라이트스퀘어 A동 지하1층","0","37.550207881596","126.91260404323"
"S190530_1564369680273","01","011809","00010000","교보문고 잠실점","서울 송파구 신천동 7-18 롯데캐슬골드","0","37.514423412936","127.10064830003"
"S190530_1564369680276","01","012030","00010000","교보문고 영등포점","서울 영등포구 영등포동4가 442 타임스퀘어 멀티플렉스 2층","0","37.516966442639","126.90262303316"
"S190530_1564369680277","01","010302","00010000","교보문고 수유바로드림센터","서울 강북구 번동 418-30","0","37.638287297167","127.02654033442"
"S190530_1564369680282","01","010706","00010000","교보문고 디큐브시티바로드림센터","서울 구로구 신도림동 692 현대백화점 지하1층","0","37.508231872744","126.88779826614"
"S190530_1564369680283","01","012361","00010000","교보문고 광화문점","서울 종로구 종로1가 1 교보생명빌딩","0","37.570947108532","126.9778689302"
"S190530_1564369680288","01","011502","00001000","서래섬","서울특별시 서초구 반포동 1335-1","0","37.507600296841","126.98895810865"
